101,90
99,90
110,101
90,101
110,99
90,99
102,110
98,110
102,90
98,90
110,102
90,102
110,98
90,98
103,110
97,110
103,90
97,90
110,103
90,103
110,97
90,97
103,109
97,109
103,91
97,91
109,103
91,103
109,97
91,97
104,109
96,109
104,91
96,91
109,104
91,104
109,96
91,96
105,109
95,109
105,91
95,91
109,105
91,105
109,95
91,95
105,108
95,108
105,92
95,92
108,105
92,105
108,95
92,95
106,108
94,108
106,92
94,92
108,106
92,106
108,94
92,94
106,107
94,107
106,93
94,93
107,106
93,106
107,94
93,94
107,107
93,107
107,93
93,93
107,107
93,107
107,93
93,93
107,106
93,106
107,94
93,94
106,107
94,107
106,93
94,93
100,111
100,111
100,89
100,89
111,100
89,100
111,100
89,100
101,111
99,111
101,89
99,89
111,101
89,101
111,99
89,99
102,111
98,111
102,89
98,89
111,102
89,102
111,98
89,98
103,111
97,111
103,89
97,89
111,103
89,103
111,97
89,97
103,110
97,110
103,90
97,90
110,103
90,103
110,97
90,97
104,110
96,110
104,90
96,90
110,104
90,104
110,96
90,96
105,110
95,110
105,90
95,90
110,105
90,105
110,95
90,95
105,109
95,109
105,91
95,91
109,105
91,105
109,95
91,95
106,109
94,109
106,91
94,91
109,106
91,106
109,94
91,94
106,108
94,108
106,92
94,92
108,106
92,106
108,94
92,94
107,108
93,108
107,92
93,92
108,107
92,107
108,93
92,93
108,108
92,108
108,92
92,92
108,108
92,108
108,92
92,92
108,107
92,107
108,93
92,93
107,108
93,108
107,92
93,92
100,112
100,112
100,88
100,88
112,100
88,100
112,100
88,100
101,112
99,112
101,88
99,88
112,101
88,101
112,99
88,99
102,112
98,112
102,88
98,88
112,102
88,102
112,98
88,98
103,112
97,112
103,88
97,88
112,103
88,103
112,97
88,97
103,111
97,111
103,89
97,89
111,103
89,103
111,97
89,97
104,111
96,111
104,89
96,89
111,104
89,104
111,96
89,96
105,111
95,111
105,89
95,89
111,105
89,105
111,95
89,95
105,110
95,110
105,90
95,90
110,105
90,105
110,95
90,95
106,110
94,110
106,90
94,90
110,106
90,106
110,94
90,94
107,110
93,110
107,90
93,90
110,107
90,107
110,93
90,93
107,109
93,109
107,91
93,91
109,107
91,107
109,93
91,93
108,109
92,109
108,91
92,91
109,108
91,108
109,92
91,92
108,108
92,108
108,92
92,92
108,108
92,108
108,92
92,92
